band_gap,formation_energy_per_atom,nelements,elements,formula,material_id
2.2965,-2.8450584265625,4,"Li,O,Si,V",Li3V(SiO3)3,mp-766406
2.2966,-2.565142146921183,6,"Ge,Mg,Na,O,P,Si",Na6MgSi2Ge3(PO6)4,mp-2715306
2.296899999999999,-2.842360623269397,6,"Al,Na,Nb,O,S,Si",Na6Nb2Al2Si5SO24,mp-2713952
2.298199999999999,-2.424572216,4,"Fe,Li,O,Si",Li3FeSiO5,mp-772106
2.2984,-3.015023648212849,6,"Na,O,P,Sc,Si,Ti",Na3ScTiSi(PO6)2,mp-2715345
2.2993,-2.451941957300054,6,"Mg,Na,O,S,Si,Ta",Na30Mg20Ta4Si9(S3O16)9,mp-2714650
2.2998,-2.123283108499484,6,"Ga,Na,O,S,Si,Zn",Na10Zn4Ga4Si3(S3O16)3,mp-2714680
2.2998,-2.772647144319083,6,"Ga,Na,O,P,Si,Ti",Na5Ti2Ga2SiP5O24,mp-2716018
2.3001,-2.9486297460323803,5,"Ag,Al,Na,O,Si",Na7Al10Si14(AgO16)3,mp-690987
2.3007,-3.055040081689654,6,"Ca,F,Na,O,Si,Zr",Na2Ca29ZrSi16(O7F2)8,mp-735808
2.301199999999999,-2.847300048345532,6,"Ga,Na,Nb,O,P,Si",NaNb3GaSiP5O24,mp-2715546
2.3012,-2.75528846993904,6,"Ga,Na,Nb,O,P,Si",Na3NbGaSi2PO12,mp-2715248
2.3014,-2.9339347606000272,6,"Na,Nb,O,S,Sc,Si",Na8Sc3NbSi5SO24,mp-2715699
2.3016,-2.255635423851331,6,"Ga,Mg,Na,O,S,Si",Na4Mg2Ga2SiS5O24,mp-2713346
2.3019,-2.943685318686482,6,"Mg,Na,Nb,O,P,Si",Na9Mg2Nb10Si9(PO8)9,mp-2712885
2.3019,-2.652246684492467,6,"Na,Nb,O,S,Si,Sn",Na6Nb4Si9Sn4(SO16)3,mp-2712975
2.3022,-2.5721924135690433,6,"Mg,Na,O,S,Si,Zr",Na6Mg4Zr4Si3(S3O16)3,mp-2713997
2.3037,-2.811405096308824,5,"O,S,Sc,Si,Ta",ScTa3Si3(SO8)3,mp-2713978
2.305,-2.8276680611652303,6,"La,Na,O,S,Si,Ti",Na3LaTiSi2SO12,mp-2714579
2.3071,-3.057677131335403,5,"Al,Cd,O,Rb,Si",Rb10Al24Cd7(SiO4)24,mp-707302
2.3081,-3.027381849276347,6,"Na,Nb,O,P,Sc,Si",Na5Sc3NbSiP5O24,mp-2715994
2.3093999999999992,-2.52722043297619,4,"Fe,Li,O,Si",LiFeSiO4,mp-863368
2.3096,-2.849098416498553,6,"Ca,Na,Nb,O,P,Si",Na12Ca4Nb2Si3(PO6)6,mp-2714542
2.3118,-2.705201170326233,5,"Fe,Na,O,Si,Ti",Na2TiFe5(Si3O10)2,mp-557596
2.313799999999999,-2.9446913453125,3,"Mg,O,Si",Mg(SiO2)5,mp-1233794
2.3139,-2.226101873563587,5,"In,Na,O,S,Si",Na10In8Si5S7O48,mp-2714947
2.3144,-2.866669083208242,6,"Ga,Na,Nb,O,P,Si",Na2Nb3GaSi2(PO6)4,mp-2715733
2.3158,-2.8474658541235653,6,"La,Na,Nb,O,S,Si",Na6La3NbSi4(SO12)2,mp-2714506
2.3183,-3.011724504967941,6,"Na,Nb,O,P,Sc,Si",Na8Sc3NbSi4(PO12)2,mp-2715680
2.318599999999999,-2.910168042522373,6,"Al,Na,Nb,O,P,Si",Na3NbAlSi2PO12,mp-2715510
2.320299999999999,-2.4141481085,4,"Cl,Cr,O,Si",Cr4Si2Cl2O7,mp-556318
2.320699999999999,-2.650707838408458,6,"Mg,Na,O,S,Si,Zr",Na2Mg2Zr6Si3(S3O16)3,mp-2716442
2.3215,-2.612985082738094,4,"Li,Ni,O,Si",Li4Si2NiO7,mp-1177304
2.322,-2.597586775465687,5,"O,S,Sc,Si,Ti",Sc2Ti2SiS5O24,mp-2713119
2.322,-3.0602370198,3,"Mg,O,Si",Mg(SiO2)8,mp-1233496
2.3234,-2.7226333503557063,6,"In,Na,Nb,O,P,Si",Na3NbInSi2PO12,mp-2713305
2.3237,-2.670858517083333,3,"Mo,O,Si",Si2MoO6,mp-1042209
2.3238,-3.377986524313725,6,"Al,Ca,Mg,O,Si,Ti",CaMg2TiAl2SiO10,mp-534863
2.325299999999999,-2.6898494757818963,6,"Mg,Na,O,S,Si,Ta",Na3MgTaSi2SO12,mp-2714546
2.3258,-2.735158417875,4,"Be,O,Si,Sn",Be3Si3(SnO6)2,mp-1267034
2.3266,-2.724508540971787,4,"Mn,Na,O,Si",Na2Mn(SiO3)2,mp-1201570
2.327,-2.488963872516579,6,"Al,Na,O,S,Si,Sn",Na10Al4Si7Sn4S5O48,mp-2716022
2.3273,-2.865329318193437,6,"Mg,Na,Nb,O,S,Si",Na12Mg2Nb10Si15(SO24)3,mp-2715102
2.3277,-2.4766565072437743,5,"B,Na,O,Sb,Si",Na2SiBSbO7,mp-771025
2.327999999999999,-1.9324930320754712,6,"Cr,F,O,Pb,Si,Zn",ZnCr6Si2Pb10(O16F)2,mp-556077
2.329,-2.884236210469233,6,"Al,Na,Nb,O,S,Si",Na14Nb4Al4Si11SO48,mp-2714559
2.33,-2.929461192105707,6,"La,Na,Nb,O,P,Si",Na3LaNbSi2PO12,mp-2715271
2.3306,-2.689331529837029,6,"Ca,Na,O,S,Si,Zr",Na2Ca2Zr6Si3(S3O16)3,mp-2716486
2.3306,-2.436713698810459,5,"O,S,Si,Ta,Zn",Ta4Zn2Si3(SO6)6,mp-2713482
2.330699999999999,-2.434292013275862,4,"Fe,Mn,O,Si",MnFeSiO4,mp-1221755
2.3308,-3.00247750182033,6,"Na,Nb,O,P,Sc,Si",Na3Sc2Nb2SiP5O24,mp-2713057
2.3316,-2.668100568148148,4,"Cr,Li,O,Si",Li2Cr3Si3O10,mp-757421
2.332,-2.739103708546183,6,"Ge,Na,O,P,Si,Y",Na3YSiGe(PO6)2,mp-2715295
2.3327,-2.449199660000001,4,"Fe,Li,O,Si",LiFeSiO4,mp-752718
2.333,-2.606392899373564,6,"Ca,Na,O,S,Si,Zr",Na6Ca3ZrSi2(SO6)4,mp-2712803
2.3338,-2.923009787987028,6,"Hf,Na,O,S,Si,Ta",NaHf3TaSi3(SO8)3,mp-2713832
2.3342,-2.830610635294356,6,"In,Na,Nb,O,S,Si",Na10Nb6In2Si11SO48,mp-2716477
2.3344,-2.66722842310273,6,"In,Na,Nb,O,S,Si",Na6Nb2In2Si5SO24,mp-2713762
2.3352999999999993,-2.7972876275303,6,"Mg,Na,Nb,O,P,Si",Na12Mg4Nb2Si3(PO6)6,mp-2714441
2.3358,-2.728235645568181,5,"H,Li,O,Si,V",Li3VSi4(HO6)2,mp-770607
2.3372,-3.010163520250001,4,"Mg,O,Si,V",MgV(SiO3)2,mp-1041866
2.3384,-2.616092415046182,6,"Ca,Na,O,P,Si,Sn",Na6CaSi2Sn3(PO6)4,mp-2715269
2.3399,-2.5511406047985012,6,"Mg,Na,O,S,Si,Zr",Na14Mg6Zr2Si5S7O48,mp-2715985
2.3399,-2.87444962378526,6,"Na,O,S,Sc,Si,Ta",Na6Sc4Ta4Si7S5O48,mp-2712911
2.3418,-2.992862878230707,6,"Na,Nb,O,P,Sc,Si",Na3ScNbSi2PO12,mp-2713264
2.3424,-2.4981904615,4,"Fe,Li,O,Si",Li3FeSiO5,mp-764341
2.3436,-2.8596535984162132,6,"In,Na,Nb,O,P,Si",Na3Nb3InSi3(PO8)3,mp-2712871
2.3443,-2.166435563575123,6,"Al,In,Na,O,S,Si",Na2Al4In4SiS11O48,mp-2714069
2.3446,-2.534015127738095,4,"Fe,Li,O,Si",Li2Fe5Si5O16,mp-767707
2.345099999999999,-2.7573097978571433,4,"Li,O,Si,V",LiVSiO4,mp-753492
2.3454,-2.8903697759857483,6,"Al,Na,Nb,O,P,Si",Na5NbAl3SiP5O24,mp-2714247
2.3455,-2.782306284603175,4,"Cr,Li,O,Si",Li2Cr3(SiO3)4,mp-757728
2.3459,-2.744559621886557,4,"Li,Mn,O,Si",Li2Mn4Si4O13,mp-860880
2.3465,-2.7761490148378503,6,"Ga,Na,O,P,Si,Ti",Na3TiGaSi(PO6)2,mp-2715361
2.3465,-2.172808352132353,5,"Al,O,S,Si,Sn",Al2SiSn2S5O24,mp-2712836
2.3476,-2.148573896245098,5,"Ga,O,S,Si,Ta",TaGa3SiS5O24,mp-2712858
2.347699999999999,-2.019428692448979,5,"Al,Ni,O,Sb,Si",Al4Si2Ni13(SbO14)2,mp-1044564
2.347799999999999,-1.792994503333337,3,"Bi,O,Si",Si(Bi3O5)4,mp-23492
2.3497,-2.676340642652873,4,"Li,Mn,O,Si",Li2Mn5(Si2O7)2,mp-756814
2.3499,-2.98839620904792,6,"Na,Nb,O,P,Sc,Si",Na7Sc2Nb2Si5PO24,mp-2714355
2.3499,-2.482680919296182,6,"Ge,Na,O,P,Si,Zn",Na6ZnSi2Ge3(PO6)4,mp-2715511
2.3524000000000003,-2.62243526009804,4,"Fe,Li,O,Si",Li2Fe2Si3O10,mp-766530
2.3525,-2.461094862058825,5,"Hf,O,S,Si,Sn",HfSiSn(SO6)2,mp-2713420
2.353099999999999,-2.821608155183908,6,"Na,O,S,Sc,Si,Ta",Na6Sc5Ta3Si6(SO8)6,mp-2714672
2.3544,-2.976286475,4,"Cr,Mg,O,Si",MgCr(SiO3)2,mp-1210573
2.355,-2.824010488061451,6,"Na,Nb,O,S,Si,Y",Na10Y7NbSi6(SO8)6,mp-2713384
2.3564,-2.851237027624999,4,"Al,Cr,O,Si",Al2Cr3(SiO4)3,mp-1364177
2.356999999999999,-2.838943774607436,6,"In,Na,Nb,O,P,Si",NaNb3InSiP5O24,mp-2715811
2.3574,-2.479126650421183,6,"Ge,Na,O,P,Si,Zn",Na6ZnSi2Ge3(PO6)4,mp-2715239
2.3581,-2.325065105357142,3,"O,Si,Zn",Zn2SiO4,mp-1020717
2.3581,-2.4830573845791193,6,"Mg,Na,O,S,Si,Ta",Na9Mg5TaSi3(SO6)6,mp-2712551
2.3584,-2.8982281804249532,6,"Ca,Na,O,S,Si,Ta",Na18Ca4Ta8Si15(SO24)3,mp-2713770
2.3602,-1.69606523482143,4,"La,N,O,Si",La8Si5N14O,mp-1223370
2.360999999999999,-2.975504014855707,6,"Na,Nb,O,P,Si,Y",Na3YNbSi2PO12,mp-2713260
2.3618,-2.949867520303277,6,"Na,Nb,O,S,Si,Zr",Na6Zr4Nb4Si9(SO16)3,mp-2712972
2.3621,-2.7659651535185192,4,"Li,O,Si,V",Li2VSiO5,mp-18860
2.3636,-2.302588759285714,3,"O,Si,Zn",Zn2SiO4,mp-558096
2.364,-2.497749834939655,4,"Fe,Mn,O,Si",Mn3Fe2(SiO4)3,mp-6239
2.364,-2.529541182463767,5,"Ag,Al,I,O,Si",Al3Si3Ag4IO12,mp-1214863
2.3647,-3.037305041712244,6,"Na,Nb,O,P,Si,Y",Na5Y3NbSiP5O24,mp-2714107
2.3648,-2.938289839660838,6,"Na,Nb,O,S,Si,Ta",Na2Ta4Nb4Si9(SO16)3,mp-2714266
2.364999999999999,-2.604663785754516,6,"Mg,Na,O,P,Si,Sn",Na6MgSi2Sn3(PO6)4,mp-2715344
2.365999999999999,-2.198904756,4,"Co,O,Si,Zn",Zn3Co2(SiO4)3,mp-1327416
2.3669000000000002,-2.99089871468904,6,"Na,Nb,O,P,Sc,Si",Na3ScNbSi2PO12,mp-2713232
2.3676999999999992,-3.081720736428572,3,"Mg,O,Si",Mg2SiO4,mp-530852
2.3696,-2.553174163325695,6,"Ca,Na,O,S,Si,Ta",Na30Ca20Ta4Si9(S3O16)9,mp-2714845
2.369899999999999,-3.001257475869565,5,"Mg,O,Si,Sr,V",Sr2MgV2(Si2O7)2,mp-1234246
2.3707000000000003,-2.852488455314724,6,"In,Na,Nb,O,P,Si",Na2Nb3InSi2(PO6)4,mp-2715557
2.3708,-3.397758357333333,4,"Ca,O,Si,Ti",Ca2TiSiO6,mp-9413
2.3719,-2.7140583939523832,5,"Bi,O,Si,Sr,Ta",Sr3Ta7Si(BiO4)9,mp-1202933
2.3719,-2.7685234213568313,6,"Ge,Na,O,P,Sc,Si",Na4ScSi2GePO12,mp-2715597
2.372,-2.9781102379999993,4,"Cr,Mg,O,Si",MgCr(SiO3)2,mp-1041862
2.3723,-2.659572471587118,6,"Ge,Na,O,S,Si,Y",Na14Y4Si9Ge4(SO16)3,mp-2715002
2.373,-2.522090636831897,6,"Mg,Na,O,S,Si,Zr",Na6Mg3ZrSi2(SO6)4,mp-2712628
2.3731,-2.4854565267708333,4,"Co,Li,O,Si",Li2CoSiO4,mp-764642
2.3735,-2.457759002965297,6,"Ga,Na,Nb,O,S,Si",Na10Nb2Ga6Si7S5O48,mp-2716002
2.373699999999999,-3.0209429261,4,"Li,O,Si,V",Li3V(Si2O5)3,mp-756789
2.3739,-2.9592035063441413,6,"Ca,Na,Nb,O,P,Si",Na9Ca2Nb10Si9(PO8)9,mp-2712917
2.3748,-3.003964934227506,6,"Na,Nb,O,P,Si,Ti",Na5Ti2Nb2Si5PO24,mp-2716518
2.3756,-2.762902123232391,6,"Ca,Na,O,S,Si,Zr",Na10Ca3Zr5Si6(SO8)6,mp-2713375
2.3757,-2.746464432542525,6,"Ga,Na,Nb,O,P,Si",Na5Nb2Ga2Si3(PO8)3,mp-2714318
2.3761,-2.923361202826086,4,"Ca,O,Sb,Si",Ca3Si4(SbO7)2,mp-1250828
2.3769,-2.874803198092502,6,"Na,Nb,O,P,Si,Zn",Na3Nb5ZnSi3(PO6)6,mp-2715615
2.377799999999999,-2.343505630294117,5,"Fe,Mg,O,Si,Zn",MgZn2Fe2(SiO5)2,mp-2229162
2.3779,-2.444734885119047,4,"Fe,Li,O,Si",LiFeSiO4,mp-758519
2.3779999999999992,-2.914872931747688,5,"Na,O,Si,Ta,Zn",Na7Ta3Zn(SiO4)6,mp-2712904
2.3784,-2.871376091952248,6,"Ga,Na,Nb,O,P,Si",Na3Nb3GaSi3(PO8)3,mp-2712959
2.3808,-2.739573265408458,6,"Na,O,S,Si,Y,Zr",Na2Y4Zr4Si3(S3O16)3,mp-2716310
2.3817999999999993,-2.5306575541931,6,"Na,O,P,Si,Sn,Zn",Na7ZnSi3Sn3(PO8)3,mp-2715044
2.3824,-2.726010384846552,6,"In,Na,O,S,Si,Ta",Na2Ta6In2Si7S5O48,mp-2715527
2.383099999999999,-3.116950543,3,"O,Si,Sr",SrSiO3,mp-1017439
2.383199999999999,-2.748478978658418,6,"In,Na,O,P,Si,Ti",Na4TiInSi2PO12,mp-2716227
2.3836999999999993,-2.536119429727731,6,"In,La,Na,O,S,Si",Na6La2In2Si3(SO8)3,mp-2716159
2.3838,-3.001933870608851,6,"Na,Nb,O,P,Sc,Si",Na4ScNb3Si4(PO12)2,mp-2715040
2.3845,-2.6264837382174893,6,"In,Na,Nb,O,P,Si",Na7NbIn3Si3(PO8)3,mp-2714923
2.3846,-2.770652793508286,6,"Na,O,S,Si,Ta,Zn",Na18Ta8Zn4Si15(SO24)3,mp-2713898
2.3847,-2.714252860980394,5,"O,S,Si,Ti,Zr",ZrTiSi(SO6)2,mp-2713214
2.386199999999999,-2.324762681770046,5,"In,Na,O,S,Si",Na14In8Si7S5O48,mp-2715669
2.3865,-1.995350880772114,5,"Al,H,Na,O,Si",Na2Al2Si3(HO3)4,mp-1173828
2.3865,-2.361448191505817,6,"In,Mg,Na,O,S,Si",Na14Mg4In4Si5S7O48,mp-2715918
2.3886000000000003,-2.8059189035881733,6,"Ca,Na,O,S,Si,Zr",Na4CaZr3Si3(SO8)3,mp-2713291
2.3891,-2.742007012031155,6,"Al,Na,Nb,O,S,Si",Na2NbAlSi2SO12,mp-2712776
2.3899,-2.74021361094093,6,"Ga,Na,Nb,O,P,Si",Na2NbGaSi(PO6)2,mp-2712547
2.3899,-2.9082115038936793,6,"La,Na,O,S,Si,Ti",Na8La2Ti2Si5SO24,mp-2716273
2.3901,-3.001389160652174,5,"Mg,O,Si,Sr,V",Sr2MgV2(Si2O7)2,mp-1233213
2.3904,-3.001751230126393,6,"Na,Nb,O,P,Si,Y",Na4YNb3Si4(PO12)2,mp-2715177
2.3904,-2.4158200839798862,6,"Ga,Na,O,S,Si,Zr",Na2Zr4Ga4Si3(S3O16)3,mp-2716420
2.3906,-3.452390772916666,4,"Ba,O,Si,U",BaU(SiO4)2,mp-555561
2.3907,-3.186227192939452,4,"O,Se,Si,Sm",Sm4Si2Se3O7,mp-14837
2.390799999999999,-2.9345352808378493,6,"Al,Na,O,P,Si,Ti",Na3TiAlSi(PO6)2,mp-2715517
2.390799999999999,-2.754429166842105,4,"Fe,Mg,O,Si",MgFe2(SiO3)4,mp-1255353
2.3908,-2.5727161806504073,4,"Fe,Li,O,Si",Li5Fe5Si7O24,mp-863356
2.3909000000000002,-2.995231715750294,6,"Na,Nb,O,P,Si,Y",NaYNb3SiP5O24,mp-2715555
2.3912,-2.837289041765601,5,"Na,O,S,Si,Zr",Na2Zr8Si5S7O48,mp-2716122
2.3918,-3.179634930908202,4,"Nd,O,Se,Si",Nd4Si2Se3O7,mp-15016
2.3919,-2.760733684761904,4,"Li,O,Si,V",LiVSiO4,mp-1176508
2.3921,-3.170509341324869,4,"O,Pr,Se,Si",Pr4Si2Se3O7,mp-14836
2.393399999999999,-1.6941144601587301,5,"La,Li,N,O,Si",LiLa5Si4N10O,mp-1222517
2.395,-2.679528217107964,6,"Ca,Na,O,S,Sc,Si",Na8Ca2Sc2Si3(SO8)3,mp-2715035
2.3959,-3.141233772162162,4,"Al,Cd,O,Si",Al2Cd(Si5O12)2,mp-686541
2.396099999999999,-2.9179455044840372,6,"La,Na,O,S,Si,Ta",Na2LaTa3Si4(SO12)2,mp-2715806
2.3965,-2.743129182840908,5,"H,Li,O,Si,V",Li3VSi4(HO6)2,mp-1266205
2.3967,-2.936930187909962,6,"Na,O,S,Sc,Si,Ta",Na2ScTa3Si4(SO12)2,mp-2715666
2.3971,-2.809664361739129,5,"Ba,Fe,Nb,O,Si",Ba3NbFe3(SiO7)2,mp-31758
2.397599999999999,-2.427156046542016,6,"In,La,Na,O,S,Si",Na6La4In4Si3(S3O16)3,mp-2713853
2.3977,-2.870638496575124,5,"Na,Nb,O,S,Si",Na2Nb8Si9(SO16)3,mp-2714227
2.3987,-3.272955927683984,5,"Ba,Nb,O,Si,Ti",Ba6Ti2Nb10Si8O51,mp-1173098
2.3996999999999993,-2.653186182417488,6,"Na,O,S,Si,Ta,Zn",Na8Ta2Zn2Si5SO24,mp-2715676
2.3996999999999993,-3.027517810399999,4,"Li,O,Si,V",Li3V(Si2O5)3,mp-1265172
2.4001,-2.660470700798791,6,"Ga,Na,Nb,O,P,Si",Na7NbGa3Si3(PO8)3,mp-2715188
2.4003,-2.5731153611382123,4,"Fe,Li,O,Si",Li5Fe5Si7O24,mp-767328
2.4005,-2.590461251028484,6,"Mg,Na,O,P,Si,Sn",Na5MgSiSn3P5O24,mp-2715946
2.401,-3.135141733722222,3,"O,Si,Ti",Ti(Si2O5)2,mp-1043406
2.4013,-2.886118720037834,6,"Na,Nb,O,P,Si,Zn",Na9Nb10Zn2Si9(PO8)9,mp-2712887
2.4021,-2.9386265731652363,6,"Al,Na,O,P,Si,Ti",Na5Ti2Al2SiP5O24,mp-2716044
2.4029,-2.866184163800157,6,"In,Na,Nb,O,P,Si",Na5Nb3InSi5PO24,mp-2716535
2.4046,-2.8902915226235653,5,"Na,Nb,O,Si,Zn",Na9Nb5Zn(SiO4)9,mp-2715488
2.4049,-2.951823684851762,6,"Ca,Na,Nb,O,P,Si",Na3CaNb5Si3(PO6)6,mp-2715590
2.405599999999999,-2.672360856720148,5,"Na,O,S,Sc,Si",Na2Sc4SiS5O24,mp-2714423
2.4063,-2.954466065564991,6,"Al,Na,Nb,O,P,Si",Na4Nb3AlSi4(PO12)2,mp-2715097
2.4076,-2.64505777728526,6,"Na,O,S,Si,Zn,Zr",Na6Zr6Zn2Si5S7O48,mp-2716054
2.4079,-1.335350015930233,6,"C,H,Mo,N,O,Si",SiMo12H24C6N3O40,mp-729152
2.4084,-2.942438880373564,5,"Mg,Na,Nb,O,Si",Na9MgNb5(SiO4)9,mp-2715265
2.4085,-2.645574596391731,6,"Ga,Na,Nb,O,P,Si",Na5NbGa3SiP5O24,mp-2714046
2.4087,-2.6997102042549033,5,"La,O,S,Si,Ta",LaTaSi(SO6)2,mp-2713393
2.409799999999999,-2.490000563006158,5,"Ge,K,Na,O,Si",K3NaSi3(GeO6)2,mp-2716368
2.4101,-2.8892462357545172,6,"Al,Na,Nb,O,P,Si",Na6NbAl3Si2(PO6)4,mp-2715452
2.4101,-3.006093163737782,6,"Na,O,P,Sc,Si,Ti",Na4ScTiSi2PO12,mp-2716142
2.4109,-2.696460795528231,6,"Na,O,S,Si,Ta,Zn",Na6Ta4Zn2Si6(SO12)3,mp-2712594
2.411299999999999,-2.739708862456257,6,"Na,O,S,Sc,Si,Ta",Na2Sc3TaSi2(SO6)4,mp-2712527
2.412099999999999,-3.071956117680499,6,"Na,O,P,Si,Ta,Ti",Na5Ta2Ti2Si5PO24,mp-2716500
2.4126,-2.579466314355718,6,"Ga,Na,Nb,O,S,Si",Na2NbGaSi2SO12,mp-2712722
2.413499999999999,-2.71828081772578,4,"Li,Mn,O,Si",Li2Mn5Si5O16,mp-765986
2.4141,-2.9575570304882843,6,"Al,Na,Nb,O,P,Si",Na3Nb3AlSi3(PO8)3,mp-2712971
2.4142,-2.411980364513947,6,"Ge,In,Na,O,S,Si",Na14In4Si9Ge4(SO16)3,mp-2715199
2.4152,-3.182861771676244,7,"Ca,F,Mn,Na,O,Si,Ti",NaCaTiMnSi2O8F,mp-1210293
2.4153000000000002,-2.86368629566523,6,"Na,O,S,Si,Ti,Y",Na3YTiSi2SO12,mp-2714410
2.4156,-2.863459160038675,6,"In,Na,Nb,O,P,Si",Na4Nb3InSi4(PO12)2,mp-2713061
2.416,-2.7251001291536063,4,"Mn,Na,O,Si",Na2Mn(SiO3)2,mp-1221423
2.417499999999999,-2.522897122546183,6,"Na,O,P,Si,Sn,Zn",Na6ZnSi2Sn3(PO6)4,mp-2715400
2.4175,-3.003560823586481,6,"Na,Nb,O,P,Sc,Si",Na5ScNb3Si5PO24,mp-2716487
2.4175,-3.008049206118735,6,"Na,Nb,O,P,Si,Y",Na8Y3NbSi4(PO12)2,mp-2715752
2.4177,-2.58850873806274,6,"Ge,Hf,Na,O,S,Si",Na2Hf2Si3Ge2(SO8)3,mp-2713204
2.4188,-2.906352125017981,6,"Na,O,S,Si,Ta,Zr",Na2Zr4Ta4Si7S5O48,mp-2715688
2.4191000000000003,-2.807031034871795,4,"Fe,Li,O,Si",LiFeSi3O8,mp-757183
2.4198,-3.0251847144,4,"Li,O,Si,V",Li3V(Si2O5)3,mp-757761
2.4206,-2.945660417499999,4,"Cr,Mg,O,Si",MgCr(SiO3)2,mp-1248580
2.4228,-2.401263405145191,6,"Ga,Na,Nb,O,S,Si",Na4NbGa3Si3(SO8)3,mp-2713672
2.4235,-2.877006839333787,6,"Ca,Na,Nb,O,S,Si",Na12Ca2Nb10Si15(SO24)3,mp-2715094
2.4245,-2.16633042743774,6,"Ga,Na,O,S,Si,Sn",NaGaSiSn(SO6)2,mp-2712773
2.4248,-2.433030700686275,5,"O,S,Si,Sn,Zr",ZrSiSn(SO6)2,mp-2713450
2.425,-2.508230445430193,6,"Na,O,P,Si,Sn,Zn",Na5ZnSiSn3P5O24,mp-2715892
2.425699999999999,-2.431330256923076,3,"Ga,O,Si",Ga4SiO8,mp-755053
2.4264,-2.910802839267799,6,"Ca,Na,O,P,Si,Ta",Na5Ca2Ta2SiP5O24,mp-2715971
2.427499999999999,-2.645337243921569,4,"O,S,Si,Ti",Ti2Si(SO6)2,mp-2713395
2.4279,-2.908507907542525,6,"Al,Na,Nb,O,P,Si",Na5Nb2Al2Si3(PO8)3,mp-2714054
2.428499999999999,-2.413830632848323,6,"In,Na,O,S,Sc,Si",Na6Sc4In4Si3(S3O16)3,mp-2713823
2.4285,-2.427711970128205,4,"Co,Li,O,Si",Li2Co2Si2O7,mp-758296
2.4298,-2.4100247413838662,6,"Ca,In,Na,O,S,Si",Na14Ca4In4Si5S7O48,mp-2716119
2.4298,-2.908425427300579,6,"Al,Na,Nb,O,P,Si",Na2NbAlSi(PO6)2,mp-2712583
2.4299,-2.4602942251190463,4,"Fe,Li,O,Si",LiFeSiO4,mp-758602
2.43,-2.732578129170361,6,"La,Na,O,S,Si,Zr",Na2La4Zr4Si3(S3O16)3,mp-2716448
2.43,-2.640093919275362,4,"Bi,Li,O,Si",Li4Si4Bi2O13,mp-758026
2.4301999999999992,-2.668293775305243,6,"Ga,Na,Nb,O,P,Si",Na8NbGa3Si4(PO12)2,mp-2716241
2.4305,-2.9523608958333343,3,"O,Si,V",V(Si2O5)2,mp-1043652
2.4316,-2.77757944071285,6,"Ga,Na,O,P,Si,Ti",Na3TiGaSi(PO6)2,mp-2715505
2.4332000000000003,-2.737945369696969,4,"Cr,Li,O,Si",Li2Cr(SiO3)2,mp-753129
2.4332000000000003,-2.391226659111112,4,"Fe,Li,O,Si",Li2Fe3(SiO4)2,mp-759106
2.4335,-2.733268848397513,6,"In,Na,Nb,O,P,Si",Na7Nb2In2Si5PO24,mp-2714381
2.4335,-2.813221366117006,6,"La,Na,Nb,O,S,Si",Na10La7NbSi6(SO8)6,mp-2713486
2.4338,-3.186073894226053,7,"F,Mn,Na,O,Si,Ti,Zr",Na4Zr2TiMnSi4(O8F)2,mp-1210325
2.434599999999999,-2.07864708516712,6,"Ga,Na,O,S,Si,Zn",Na4Zn2Ga2SiS5O24,mp-2713492
2.4357,-2.656939221388889,2,"O,Si",SiO2,mp-557771
2.4369,-3.036470724471153,3,"C,O,Si",Si17CO34,mp-738361
2.4373,-2.2009731584578542,3,"Cs,O,Si",Cs4SiO4,mp-1178463
2.437699999999999,-2.5561330287961823,6,"Ge,Mg,Na,O,P,Si",Na6MgSi2Ge3(PO6)4,mp-2715353
2.438,-2.230763610637255,3,"O,Si,Te",Si3(TeO6)2,mp-1143703
2.4387,-2.69717010034256,6,"Na,O,S,Si,Zn,Zr",Na4Zr3ZnSi3(SO8)3,mp-2713652
2.4389,-2.855919205541144,6,"Na,O,P,Si,Ta,Zn",Na21Ta8Zn4Si15(PO24)3,mp-2714512
2.4391,-2.872877843710889,6,"Hf,Na,O,S,Si,Ti",Na2Hf2Ti2Si3(SO8)3,mp-2713805
2.4392,-2.3198750121250002,3,"Fe,O,Si",Fe5(SiO4)3,mp-555755
2.4398,-2.014692031470589,4,"Ge,O,S,Si",SiGe2(SO6)2,mp-2713373
2.4398,-2.951676424589228,6,"Na,O,S,Si,Ti,Zr",Na10Zr4Ti4Si9(SO16)3,mp-2714129
2.4402,-2.709408253238097,5,"Bi,O,Si,Sr,Ta",Sr3Ta7Si(BiO4)9,mp-1173237
2.4409,-2.265004729411764,4,"O,Rb,Si,V",Rb7VSiO8,mp-1219828
2.4413,-2.360319289036305,6,"Ca,In,Na,O,S,Si",Na7CaIn3Si3(SO8)3,mp-2714260
2.4419,-2.556190225848546,5,"H,Na,O,Si,Ti",Na2Ti2Si2H2O9,mp-1211212
2.4423,-2.272242400357142,3,"O,Pb,Si",Si(PbO2)2,mp-1197095
2.4423,-2.8868106540378493,6,"Ca,Na,O,P,Si,Ta",Na3CaTaSi(PO6)2,mp-2715432
2.4424,-2.587521271893368,6,"In,Na,O,S,Si,Ta",Na6Ta4In4Si7S5O48,mp-2713046
2.442599999999999,-2.876987079783418,6,"Mg,Na,O,S,Si,Ta",Na3MgTa5Si6(SO12)3,mp-2715705
